"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,117,"KAZ","Kazakhstan","KAZAKHSTAN","Kazakhstan","Qazaqstan","Kazakh SSR|Kazakh S.S.R.","","","Kazakstan ","Kazajstán ","<U+041A><U+0430><U+0437><U+0430><U+0445><U+0441><U+0442><U+0430><U+043D>","<U+0643><U+0627><U+0632><U+0627><U+062E><U+0633><U+062A><U+0627><U+0646>","<U+54C8><U+8428><U+514B><U+65AF><U+5766> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Kazakhstan","KZ","","KZ","398","19911208","Present","16172470","2715976","5.954570290753674","Central Asia","Asia","1","1","","","Europe & Central Asia","Lower middle income","Severely indebted","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","",""
